username,purchase_amount,num_items,account_age_days,session_duration,failed_login_attempts,geo_location_mismatch,timezone_mismatch,multiple_sessions_same_ip,account_takeover_risk,sudden_ip_change,captcha_triggered,typing_time,paste_detected,mouse_moves_per_second,scroll_depth,total_time_on_page,keystroke_variance,click_count,mouse_click_rate,idle_time_ratio,hover_time,scroll_velocity,user_agent_contains_bot,navigator_webdriver,js_enabled,cookie_enabled,timestamp,is_fraud,is_security_threat,is_behavior_anomaly,is_bot
user586,247.74,7,612,1836,0,1,1,1,0.42,1,0,1.44,1,9.97,42,558,0.98,85,0.72,0.08,7,3.5,1,0,1,1,2025-07-14 18:24:00,0,0,1,0
user587,85.1,8,363,2112,4,1,1,1,0.52,0,0,1.02,0,26.05,98,1838,1.22,39,0.27,0.42,22,2.13,1,0,1,1,2025-07-14 08:23:00,0,1,1,1
user588,137.59,1,897,1903,1,0,1,1,0.08,1,1,3.2,1,8.19,50,1532,1.72,69,0.59,0.18,44,2.95,0,0,1,1,2025-07-14 14:50:00,0,1,0,0
user589,136.77,8,567,2468,3,1,0,0,0.98,1,1,7.13,0,31.92,68,569,1.64,63,0.99,0.23,22,2.69,0,1,1,1,2025-07-14 18:25:00,0,1,0,1
user590,160.38,4,559,2566,1,0,1,0,0.67,0,1,2.09,0,16.9,40,909,0.9,40,0.49,0.01,27,2.22,1,1,1,1,2025-07-14 11:35:00,1,1,1,1
user591,147.44,4,151,2355,0,1,1,1,0.29,1,1,2.02,0,28.74,71,605,0.73,83,0.68,0.19,39,3.73,0,0,1,1,2025-07-14 10:28:00,1,1,0,0
user592,644.47,4,621,1649,2,1,1,1,0.59,0,0,4.7,1,28.29,10,1809,1.55,23,0.97,0.39,10,4.48,1,1,1,1,2025-07-14 13:03:00,1,1,0,0
user593,190.06,6,510,1756,2,0,0,0,0.11,1,1,6.83,1,46.6,79,1196,0.89,46,0.22,0.41,30,0.52,1,0,1,1,2025-07-14 16:20:00,1,1,1,1
user594,352.21,7,849,3053,3,1,1,1,0.97,1,1,7.41,1,29.71,87,183,1.88,73,0.48,0.35,25,4.7,0,1,1,1,2025-07-14 18:45:00,0,1,0,0
user595,897.82,6,711,2529,3,0,0,0,0.17,1,1,2.61,1,31.23,84,158,0.69,23,0.87,0.35,28,2.8,1,0,1,1,2025-07-14 18:24:00,1,1,0,0
user596,479.22,1,556,2006,2,0,1,1,0.65,1,0,1.72,1,23.07,51,1144,0.98,43,0.94,0.25,19,3.65,1,0,1,1,2025-07-14 14:17:00,0,0,0,1
user597,670.88,8,668,2122,3,1,0,1,0.25,1,1,9.46,0,47.71,22,1581,0.58,73,0.64,0.27,31,4.35,1,0,1,1,2025-07-14 15:44:00,0,1,1,1
user598,180.6,7,551,2843,1,1,0,1,0.72,1,1,3.35,0,39.97,48,1017,1.55,56,0.23,0.37,36,2.6,1,0,1,1,2025-07-14 10:46:00,1,0,0,0
user599,200.37,6,855,1205,4,1,0,0,0.78,0,0,8.68,1,17.84,37,256,1.84,16,0.91,0.12,16,4.26,1,1,1,1,2025-07-14 14:32:00,1,1,1,1
user600,50.46,6,516,2384,4,1,1,0,0.67,1,0,8.77,1,42.99,46,1954,1.45,87,0.26,0.12,9,1.3,1,0,1,1,2025-07-14 17:28:00,0,0,0,1
user601,177.25,5,605,1641,1,0,1,0,0.61,1,1,7.95,0,24.46,71,1452,1.91,51,0.42,0.47,11,1.22,1,1,1,1,2025-07-14 16:08:00,0,1,0,1
user602,285.8,6,890,2560,4,0,0,0,0.89,1,1,2.52,1,42.29,6,1696,0.69,80,0.44,0.01,26,3.46,0,1,1,1,2025-07-14 18:44:00,0,0,0,0
user603,185.24,9,290,3521,0,1,1,1,0.08,0,0,8.4,0,42.03,65,675,0.63,40,0.5,0.07,31,4.42,0,1,1,1,2025-07-14 18:40:00,1,1,0,0
user604,97.82,9,433,3425,1,0,0,1,0.33,0,1,7.92,1,13.5,93,936,1.76,67,0.81,0.29,19,4.52,1,0,1,1,2025-07-14 16:56:00,0,1,0,0
user605,129.43,8,865,2705,3,0,0,0,0.25,0,0,6.37,0,36.55,76,779,1.78,80,0.82,0.37,43,3.4,0,1,1,1,2025-07-14 14:45:00,0,1,1,1
user606,466.17,9,279,2553,1,1,1,1,0.99,1,1,4.03,1,18.08,61,302,1.75,86,0.75,0.27,49,2.86,1,1,1,1,2025-07-14 14:39:00,0,0,0,0
user607,214.27,8,163,2317,2,0,1,1,0.39,1,1,3.36,1,18.39,86,1764,1.7,55,0.12,0.18,39,1.99,1,1,1,1,2025-07-14 15:59:00,0,1,0,1
user608,370.63,8,623,2821,3,0,1,0,0.73,0,1,2.1,0,18.34,28,1880,1.04,47,0.61,0.49,30,4.91,0,0,1,1,2025-07-14 11:35:00,1,0,0,1
user609,508.38,1,736,2409,2,1,0,1,0.68,0,1,5.59,0,37.65,37,1229,0.83,38,0.77,0.35,27,1.94,1,1,1,1,2025-07-14 11:06:00,1,0,0,1
user610,693.49,5,671,1992,3,0,0,1,0.21,0,1,6.27,1,15.34,83,1956,1.89,53,0.5,0.42,17,3.85,1,0,1,1,2025-07-14 19:05:00,0,0,1,1
user611,48.92,4,953,3354,4,1,1,0,0.24,1,0,4.23,1,5.04,32,1245,0.96,22,0.95,0.02,30,2.89,0,1,1,1,2025-07-14 19:05:00,1,0,0,0
user612,801.42,2,92,1817,1,0,0,1,0.28,0,0,5.28,0,37.19,28,417,1.1,65,0.84,0.12,7,3.24,0,1,1,1,2025-07-14 09:58:00,0,0,0,1
user613,631.62,8,631,2110,0,1,1,1,0.41,1,1,4.27,1,12.7,78,1305,1.55,61,0.67,0.19,33,2.27,0,0,1,1,2025-07-14 13:54:00,1,1,0,1
user614,90.94,3,956,1049,3,0,0,1,0.23,1,1,6.77,0,9.7,22,1738,0.94,97,0.16,0.09,6,4.84,0,0,1,1,2025-07-14 17:18:00,1,0,0,0
user615,874.84,4,908,1601,3,0,1,0,0.02,1,1,9.11,0,15.69,2,1439,1.73,9,0.69,0.04,32,3.07,0,1,1,1,2025-07-14 14:18:00,1,0,1,1
user616,921.66,7,435,1176,2,1,1,0,0.88,0,0,2.48,1,22.1,92,1937,0.61,93,0.92,0.11,27,4.72,0,0,1,1,2025-07-14 08:40:00,1,0,1,0
user617,70.47,9,284,2627,4,1,0,1,0.97,1,0,4.43,0,26.42,44,1896,1.69,28,0.44,0.27,40,0.53,1,1,1,1,2025-07-14 12:55:00,0,0,0,0
user618,284.11,2,722,3559,2,1,1,1,0.34,0,0,2.27,0,7.01,7,1748,1.4,97,0.85,0.35,10,3.08,0,1,1,1,2025-07-14 15:11:00,0,1,0,0
user619,808.14,3,293,552,2,1,1,1,0.34,0,0,6.62,1,48.68,85,505,1.36,68,0.38,0.39,15,3.73,0,0,1,1,2025-07-14 08:10:00,0,1,0,1
user620,750.78,4,989,3366,4,0,0,0,0.01,0,0,7.56,0,37.22,28,1085,1.19,63,0.61,0.02,42,3.85,1,0,1,1,2025-07-14 08:02:00,1,1,0,0
user621,192.68,1,182,679,0,0,1,0,0.68,0,0,9.39,0,19.54,1,1048,0.92,42,0.68,0.21,38,4.57,1,0,1,1,2025-07-14 16:36:00,1,0,0,1
user622,217.26,7,336,3292,2,0,0,0,0.83,1,0,3.51,0,19.34,49,1193,1.2,37,0.71,0.06,21,0.52,0,1,1,1,2025-07-14 13:10:00,0,0,1,0
user623,376.77,2,727,2438,2,1,1,1,0.15,1,0,9.55,0,25.18,64,1283,1.18,14,0.89,0.22,7,0.5,1,1,1,1,2025-07-14 12:22:00,1,0,1,0
user624,489.68,5,72,2440,3,0,0,1,0.16,1,1,1.57,1,33.18,19,1363,1.38,41,0.31,0.22,48,2.63,1,1,1,1,2025-07-14 11:51:00,1,1,0,0
user625,622.07,1,82,2157,4,0,1,1,0.79,1,0,6.43,0,11.59,51,1646,0.92,91,0.34,0.25,38,0.63,1,0,1,1,2025-07-14 17:06:00,0,0,0,0
user626,375.22,3,772,1606,1,1,1,1,0.62,0,0,1.51,1,13.5,84,1261,0.62,15,0.73,0.45,26,4.89,1,0,1,1,2025-07-14 19:22:00,1,1,0,1
user627,467.91,2,645,922,0,1,1,1,0.04,0,0,9.04,0,43.67,36,594,0.72,28,0.26,0.4,33,1.5,1,0,1,1,2025-07-14 16:05:00,0,0,1,1
user628,750.0,1,384,1751,0,0,1,0,0.62,0,0,5.77,1,16.53,71,778,1.55,92,0.52,0.32,33,2.63,1,1,1,1,2025-07-14 19:35:00,1,0,0,0
user629,46.32,7,642,1665,4,1,0,1,0.31,0,1,7.02,0,22.11,26,1370,0.53,75,0.12,0.44,9,0.78,1,0,1,1,2025-07-14 11:00:00,0,1,0,0
user630,259.91,5,517,2379,3,0,0,1,0.37,1,0,8.48,1,44.21,46,1989,1.78,25,0.23,0.34,14,2.85,0,0,1,1,2025-07-14 19:00:00,1,0,1,0
user631,716.22,1,796,639,3,0,0,1,0.77,0,1,2.35,0,34.84,98,1666,1.54,24,0.71,0.41,14,2.21,1,1,1,1,2025-07-14 12:52:00,1,1,1,1
user632,896.25,6,952,1950,4,1,0,0,0.81,1,1,1.35,0,20.38,5,1647,1.65,14,0.77,0.28,13,0.7,0,0,1,1,2025-07-14 08:27:00,1,0,0,0
user633,516.56,5,407,1335,3,0,0,1,0.4,0,1,8.91,0,35.77,59,1366,1.75,93,0.2,0.26,25,2.01,1,0,1,1,2025-07-14 09:07:00,1,1,0,0
user634,536.79,3,129,2667,0,1,0,0,0.95,0,0,3.83,0,5.89,44,1743,0.68,51,0.3,0.36,17,2.26,1,1,1,1,2025-07-14 18:30:00,1,0,0,1
user635,116.1,7,943,2803,0,1,0,0,0.41,0,0,2.16,1,38.1,43,1459,1.73,51,0.19,0.01,14,4.95,0,1,1,1,2025-07-14 19:15:00,0,0,0,0
user636,452.94,9,446,1915,1,0,1,0,0.77,0,0,5.22,1,26.92,82,1545,1.26,19,0.49,0.35,42,1.44,1,1,1,1,2025-07-14 19:49:00,1,0,1,0
user637,537.29,9,838,3221,4,0,1,0,0.48,1,1,6.38,0,41.59,17,934,1.83,48,0.21,0.47,15,2.95,1,1,1,1,2025-07-14 10:15:00,0,0,1,0
user638,250.05,9,685,2553,2,0,1,0,0.9,1,1,1.28,1,47.96,64,293,1.83,66,0.49,0.36,8,4.94,0,1,1,1,2025-07-14 12:34:00,0,0,0,0
user639,276.55,2,945,3124,2,1,1,1,0.91,1,1,3.47,0,46.66,24,407,0.54,10,0.76,0.02,35,4.06,1,1,1,1,2025-07-14 15:45:00,0,1,1,1
user640,383.51,3,474,1415,1,0,0,1,0.09,1,1,1.3,0,45.92,26,1768,1.07,70,0.72,0.19,38,4.97,1,0,1,1,2025-07-14 14:56:00,1,1,0,1
user641,29.87,7,295,1222,1,1,0,0,0.94,0,0,4.78,1,28.05,6,605,1.29,80,0.35,0.4,46,4.86,0,0,1,1,2025-07-14 11:42:00,0,0,1,1
user642,328.86,5,274,416,3,1,0,0,0.83,0,0,9.06,1,21.21,43,380,1.52,8,0.71,0.48,39,2.7,0,1,1,1,2025-07-14 11:56:00,1,1,0,0
user643,219.33,2,329,1684,1,0,1,0,0.79,1,0,9.84,1,25.93,28,1926,0.93,27,0.93,0.19,43,3.63,1,1,1,1,2025-07-14 09:11:00,1,1,0,0
user644,334.22,3,682,2381,1,1,0,1,0.2,1,1,6.73,0,36.05,94,774,0.88,17,0.41,0.42,43,1.0,0,0,1,1,2025-07-14 17:24:00,1,1,1,1
user645,128.56,6,385,3150,2,0,1,1,0.81,0,1,2.45,0,44.78,43,1913,1.07,85,0.4,0.43,37,2.49,1,1,1,1,2025-07-14 16:41:00,0,1,1,0
user646,891.62,7,829,2066,3,0,0,0,0.85,0,0,9.15,1,14.31,35,1032,1.25,35,0.61,0.06,12,4.14,1,1,1,1,2025-07-14 16:48:00,1,0,1,0
user647,597.66,9,98,2418,1,0,0,1,0.29,1,0,5.65,0,46.32,18,1562,1.93,20,0.32,0.42,36,2.77,0,0,1,1,2025-07-14 13:54:00,1,1,1,1
user648,682.31,1,663,929,1,0,0,1,0.95,1,1,2.38,1,41.68,5,814,1.64,45,0.69,0.16,37,3.66,0,0,1,1,2025-07-14 11:01:00,1,1,1,1
user649,791.28,7,212,945,3,0,0,0,0.05,1,0,9.3,1,49.05,24,707,1.14,94,0.85,0.3,12,3.86,0,1,1,1,2025-07-14 14:45:00,0,0,0,0
user650,503.46,8,830,2061,4,0,1,0,0.15,0,0,7.82,1,44.61,30,582,0.58,96,0.51,0.27,18,1.64,0,1,1,1,2025-07-14 15:49:00,0,0,0,1
user651,96.05,3,748,2261,3,0,1,1,0.54,1,1,7.59,1,17.6,8,1346,0.75,5,0.71,0.33,38,4.44,1,0,1,1,2025-07-14 09:21:00,0,0,1,0
user652,541.74,4,964,1473,2,1,0,1,0.58,1,1,7.38,1,9.77,83,1872,1.18,16,0.69,0.37,12,2.57,0,1,1,1,2025-07-14 08:18:00,0,0,0,1
user653,590.97,6,343,1343,4,0,1,1,0.65,1,1,2.8,1,10.05,73,216,1.72,60,0.13,0.22,46,1.45,0,0,1,1,2025-07-14 18:27:00,1,0,0,1
user654,747.99,7,231,679,0,1,0,0,0.02,1,0,2.9,0,18.11,36,1067,1.07,54,0.27,0.44,11,4.39,1,0,1,1,2025-07-14 12:57:00,0,0,0,0
user655,437.34,4,50,942,3,1,0,0,0.96,1,1,7.19,0,32.64,26,291,1.31,24,0.9,0.4,17,2.38,1,1,1,1,2025-07-14 17:59:00,1,0,0,0
user656,136.3,8,717,856,2,1,0,0,0.04,0,0,2.98,1,41.19,12,887,1.84,70,0.95,0.39,25,3.88,1,0,1,1,2025-07-14 18:09:00,0,0,1,1
user657,290.94,5,77,2232,4,0,0,1,0.14,1,0,4.95,1,45.47,40,717,1.87,40,0.8,0.23,36,2.97,1,0,1,1,2025-07-14 18:16:00,1,1,0,0
user658,369.45,1,997,3485,3,1,1,1,0.01,0,1,8.04,1,33.07,65,615,0.82,83,0.93,0.02,15,2.22,1,0,1,1,2025-07-14 17:20:00,0,0,0,0
user659,649.46,4,785,1356,1,1,0,0,0.57,1,0,8.06,0,5.25,84,1653,0.57,42,0.38,0.25,18,4.14,1,1,1,1,2025-07-14 18:47:00,0,1,0,0
user660,575.07,3,523,678,3,0,0,1,0.93,1,1,5.08,1,13.38,96,406,0.96,26,0.32,0.45,15,3.13,1,1,1,1,2025-07-14 17:12:00,0,0,0,1
user661,362.54,9,882,1894,0,0,1,0,0.67,1,1,8.13,1,9.49,23,631,1.54,65,0.45,0.1,6,2.26,1,1,1,1,2025-07-14 17:19:00,1,0,1,0
user662,986.65,8,646,304,3,1,0,1,0.82,0,0,8.55,1,21.35,43,221,1.93,54,0.15,0.49,38,0.99,1,0,1,1,2025-07-14 10:58:00,1,1,0,0
user663,609.72,1,631,2955,4,0,1,0,0.01,0,0,6.89,0,27.56,97,748,0.62,63,0.83,0.4,48,4.53,0,0,1,1,2025-07-14 12:17:00,0,0,0,1
user664,244.85,6,607,2557,4,0,0,1,0.54,0,1,3.06,1,6.95,59,691,0.54,24,0.99,0.35,21,0.66,0,1,1,1,2025-07-14 17:48:00,0,0,0,1
user665,110.76,9,946,989,3,0,0,1,0.46,1,1,3.47,0,20.68,8,1277,1.83,40,0.84,0.34,18,4.38,1,0,1,1,2025-07-14 09:51:00,0,1,1,1
user666,161.33,7,641,1330,4,0,0,0,0.5,1,1,3.83,0,13.06,1,969,1.62,19,0.6,0.29,29,2.12,0,0,1,1,2025-07-14 08:47:00,0,1,1,1
user667,253.5,4,136,579,1,1,0,0,0.07,0,1,2.05,1,34.12,55,1660,1.99,66,0.37,0.36,31,3.38,1,1,1,1,2025-07-14 12:11:00,0,1,0,0
user668,169.07,1,264,3272,3,0,0,0,0.68,0,1,3.46,0,25.89,29,1575,1.1,7,0.28,0.21,12,4.65,1,0,1,1,2025-07-14 19:10:00,0,1,0,0
user669,194.7,2,704,2469,1,0,0,0,0.5,1,1,2.89,0,27.29,21,1292,1.12,97,0.43,0.42,21,1.18,1,0,1,1,2025-07-14 16:50:00,1,1,1,1
user670,292.24,5,25,67,1,0,1,0,0.77,0,0,5.1,0,24.25,74,158,0.76,95,0.7,0.35,9,3.05,1,0,1,1,2025-07-14 15:31:00,1,1,0,1
user671,181.64,5,486,2585,2,1,0,1,0.49,1,0,9.18,1,48.02,80,400,0.67,9,0.5,0.39,16,3.94,0,0,1,1,2025-07-14 17:35:00,1,0,1,0
user672,897.8,8,71,3483,3,1,1,0,0.15,0,0,1.94,0,14.66,99,652,1.37,60,0.94,0.4,42,3.91,0,0,1,1,2025-07-14 19:42:00,1,0,0,0
user673,89.43,6,890,2079,4,0,1,0,0.65,0,0,7.48,1,28.25,12,1673,1.05,35,0.87,0.05,22,2.87,1,0,1,1,2025-07-14 18:13:00,1,0,0,1
user674,529.27,8,441,554,1,0,0,0,0.17,0,1,7.19,1,38.12,70,1240,0.62,90,0.19,0.03,30,3.31,0,1,1,1,2025-07-14 14:37:00,1,0,1,0
user675,416.29,2,679,1689,2,1,1,0,0.87,1,0,1.86,1,30.06,15,1910,1.83,39,0.22,0.4,35,3.91,0,1,1,1,2025-07-14 10:20:00,0,0,0,0
user676,982.55,3,277,2940,3,0,0,0,0.61,1,0,9.3,0,46.81,96,1905,0.8,75,0.71,0.13,41,4.28,1,0,1,1,2025-07-14 16:41:00,0,1,0,1
user677,120.92,6,44,3558,3,0,1,1,0.16,0,1,6.12,1,22.01,44,1250,1.62,74,0.31,0.29,10,3.93,1,1,1,1,2025-07-14 09:32:00,0,1,0,1
user678,403.88,3,788,1122,0,1,0,0,0.96,1,0,4.27,0,25.87,64,1528,0.92,30,0.81,0.22,45,2.09,0,1,1,1,2025-07-14 10:47:00,0,0,1,1
user679,969.78,6,585,2700,0,0,1,0,0.52,1,1,7.81,0,8.98,10,498,1.72,5,0.63,0.01,19,4.99,0,1,1,1,2025-07-14 17:40:00,0,1,1,1
user680,866.85,6,503,246,1,0,1,0,0.07,1,1,3.32,0,32.4,69,614,0.68,87,0.31,0.02,46,2.46,1,0,1,1,2025-07-14 18:24:00,1,0,0,0
user681,818.9,2,571,2861,0,1,0,1,0.63,1,1,7.24,0,17.97,19,904,1.63,11,0.53,0.41,30,0.61,1,1,1,1,2025-07-14 09:31:00,1,1,0,1
user682,265.32,7,478,1937,1,1,1,1,0.25,0,1,1.36,1,12.21,98,597,0.65,40,0.47,0.3,16,2.13,0,0,1,1,2025-07-14 18:50:00,1,0,0,0
user683,179.18,2,776,2200,4,0,0,0,0.8,1,1,8.55,1,29.5,62,1041,1.17,80,0.89,0.26,45,1.08,1,1,1,1,2025-07-14 19:12:00,1,0,0,0
user684,671.96,6,670,145,1,1,0,0,0.82,1,0,5.03,0,28.95,89,627,1.6,88,0.13,0.47,18,1.05,1,1,1,1,2025-07-14 09:31:00,1,0,1,0
user685,930.08,1,334,3175,0,0,0,1,0.98,0,0,6.73,1,8.41,11,497,0.76,91,0.91,0.09,5,1.77,1,0,1,1,2025-07-14 15:48:00,0,1,1,1
user686,561.2,3,313,196,4,0,0,1,0.5,1,0,2.99,1,36.42,61,1388,0.93,29,0.69,0.13,21,0.74,0,1,1,1,2025-07-14 08:47:00,1,1,1,0
user687,575.9,2,285,2528,0,0,0,1,0.45,1,1,7.09,1,33.07,93,1874,1.8,98,0.76,0.38,37,3.6,0,0,1,1,2025-07-14 09:00:00,1,0,0,1
user688,287.18,7,878,2181,1,1,1,0,0.75,1,0,7.95,0,13.51,91,1386,1.83,63,0.1,0.39,33,0.83,1,1,1,1,2025-07-14 13:21:00,1,1,0,1
user689,771.8,4,972,1696,2,1,1,0,0.13,0,0,5.26,1,26.12,90,1521,0.57,65,0.67,0.2,49,1.41,0,1,1,1,2025-07-14 12:18:00,0,0,1,1
user690,195.17,8,693,3287,3,0,1,1,0.55,0,0,6.56,0,37.41,41,1769,0.75,33,0.63,0.48,35,0.92,1,1,1,1,2025-07-14 11:12:00,0,0,0,0
user691,330.44,6,938,3386,0,0,0,0,0.55,1,0,5.11,1,28.82,82,1848,0.68,99,0.58,0.47,12,0.78,0,1,1,1,2025-07-14 10:12:00,0,1,0,1
user692,431.18,4,210,2278,1,1,1,1,0.09,1,1,9.05,0,22.8,68,1650,0.77,22,0.81,0.01,34,1.7,0,0,1,1,2025-07-14 09:40:00,0,0,1,1
user693,512.53,5,454,1811,4,1,1,1,0.42,0,0,5.48,0,19.51,57,535,1.96,45,0.6,0.09,17,3.07,0,0,1,1,2025-07-14 15:07:00,0,0,0,0
user694,249.99,9,914,2277,0,1,1,1,0.85,0,1,8.58,0,32.47,4,939,1.33,23,0.87,0.41,20,4.84,1,1,1,1,2025-07-14 15:33:00,0,0,1,1
user695,123.69,7,333,1847,0,0,1,0,0.86,0,1,8.21,1,47.26,26,459,1.2,8,0.31,0.17,6,4.44,1,0,1,1,2025-07-14 10:05:00,1,1,0,0
user696,614.51,9,44,931,3,1,1,1,0.1,1,0,4.69,0,35.23,27,1252,1.98,69,0.83,0.05,49,4.44,1,1,1,1,2025-07-14 10:01:00,1,0,0,0
user697,295.74,7,986,2429,1,1,0,1,0.09,1,1,3.07,1,8.36,25,963,1.34,45,0.26,0.39,22,1.29,0,0,1,1,2025-07-14 11:12:00,1,0,0,1
user698,585.43,1,491,2563,2,0,0,0,0.26,0,1,4.65,0,25.73,90,733,1.49,19,0.83,0.23,39,1.69,1,0,1,1,2025-07-14 09:33:00,0,0,0,1
user699,162.82,8,737,1003,4,0,1,1,0.87,1,1,8.44,1,45.09,48,1364,1.0,58,0.95,0.25,49,0.84,1,0,1,1,2025-07-14 08:57:00,0,0,0,1
user700,486.33,4,489,1686,1,0,0,0,0.13,1,1,3.05,0,9.25,20,1750,1.07,68,0.4,0.09,23,4.0,1,1,1,1,2025-07-14 14:31:00,0,1,1,1
user701,537.26,3,74,2897,4,1,0,1,0.72,1,1,5.72,1,49.5,0,1832,1.39,76,0.58,0.33,17,0.81,1,0,1,1,2025-07-14 17:32:00,0,0,1,0
user702,61.31,7,17,2720,0,0,1,0,0.1,1,1,8.25,0,47.71,91,1345,0.6,19,0.69,0.28,8,3.01,0,0,1,1,2025-07-14 14:40:00,1,0,0,1
user703,343.24,3,310,3286,3,0,1,1,0.62,1,1,4.18,0,8.52,57,313,0.88,83,0.17,0.1,23,1.62,1,1,1,1,2025-07-14 19:59:00,0,1,0,1
user704,143.07,8,352,2996,3,0,0,1,0.36,1,0,6.78,0,47.0,78,1015,0.8,54,0.54,0.17,29,1.6,1,1,1,1,2025-07-14 12:16:00,0,1,1,0
user705,72.74,6,440,408,2,0,1,1,0.79,1,0,3.21,1,21.34,54,691,0.52,26,0.42,0.3,42,4.96,0,1,1,1,2025-07-14 08:36:00,0,1,1,1
user706,990.06,5,433,3582,3,1,0,1,0.23,0,1,1.98,0,43.01,80,1898,1.31,22,0.89,0.46,35,3.91,1,0,1,1,2025-07-14 14:28:00,0,1,0,1
user707,329.13,4,341,1736,0,0,0,1,0.64,0,1,8.15,0,23.83,25,234,1.34,84,0.89,0.46,40,4.27,0,0,1,1,2025-07-14 19:51:00,0,1,1,1
user708,811.78,8,447,1256,2,1,1,0,0.24,0,0,1.89,0,24.84,83,1941,1.08,6,0.73,0.14,8,3.07,0,0,1,1,2025-07-14 15:28:00,1,1,1,1
user709,262.09,8,597,69,1,1,0,0,0.71,0,0,3.44,0,33.54,24,853,0.9,40,0.69,0.37,43,4.42,0,0,1,1,2025-07-14 11:15:00,0,0,1,1
user710,684.69,1,183,2847,3,1,0,1,0.87,0,0,8.7,1,39.85,76,485,1.48,24,0.76,0.39,11,3.4,1,0,1,1,2025-07-14 15:12:00,0,0,0,0
user711,762.63,9,568,3396,2,0,0,1,0.13,0,0,4.12,0,6.52,32,1426,0.7,20,0.43,0.4,20,4.76,0,0,1,1,2025-07-14 14:25:00,1,1,1,1
user712,599.68,5,536,1521,0,1,1,1,0.87,0,1,9.76,0,31.69,88,1905,1.28,71,0.46,0.29,9,1.77,0,1,1,1,2025-07-14 12:54:00,0,0,1,0
user713,476.86,4,882,3378,4,0,1,0,0.59,0,1,9.82,1,13.4,71,1410,1.65,34,0.6,0.01,27,3.18,0,0,1,1,2025-07-14 16:23:00,0,1,1,0
user714,417.72,6,668,726,4,0,1,0,0.13,0,0,3.41,1,20.57,68,1685,0.75,59,0.94,0.38,40,3.61,1,0,1,1,2025-07-14 10:20:00,1,0,1,0
user715,355.38,6,35,2653,0,0,1,1,0.43,1,0,1.37,1,20.66,5,1312,1.63,70,0.75,0.05,36,2.27,0,0,1,1,2025-07-14 11:04:00,1,1,0,0
user716,930.23,2,829,1582,0,1,0,0,0.16,1,0,7.35,0,26.11,22,1420,1.64,30,0.6,0.06,28,4.46,0,1,1,1,2025-07-14 18:45:00,1,1,1,1
user717,832.31,8,614,2236,4,0,1,1,0.7,0,0,5.06,1,20.04,29,1649,0.59,61,0.79,0.3,29,4.91,0,0,1,1,2025-07-14 17:16:00,1,0,1,1
user718,965.38,7,415,660,2,0,1,1,0.76,1,1,1.91,1,9.83,77,488,0.53,73,0.43,0.49,49,2.72,1,1,1,1,2025-07-14 12:06:00,1,1,1,0
user719,133.05,1,241,2712,4,0,1,1,0.11,1,0,7.37,1,11.55,53,1582,1.96,6,0.76,0.12,32,2.26,0,0,1,1,2025-07-14 13:35:00,1,0,0,1
user720,733.56,5,542,386,0,1,1,0,0.51,0,0,1.28,0,6.5,86,843,0.79,60,0.47,0.32,23,2.62,0,1,1,1,2025-07-14 11:33:00,1,1,0,1
user721,938.96,6,828,1039,3,1,0,1,0.81,0,0,8.83,0,26.16,10,1384,1.73,88,0.35,0.15,11,4.34,1,1,1,1,2025-07-14 19:38:00,1,1,0,0
user722,189.42,4,559,2511,1,1,0,1,0.94,0,1,2.25,0,47.95,30,803,1.34,66,0.65,0.45,48,3.4,1,1,1,1,2025-07-14 16:17:00,1,0,1,1
user723,75.83,2,797,688,3,0,0,1,0.51,1,1,2.15,1,10.21,5,1024,0.9,38,0.72,0.3,45,0.7,1,0,1,1,2025-07-14 16:12:00,1,1,1,0
user724,743.71,4,514,1689,3,1,1,0,0.95,1,1,2.58,0,47.58,10,1838,0.69,60,0.51,0.1,21,2.94,0,1,1,1,2025-07-14 17:29:00,0,0,1,0
user725,578.73,1,678,3490,0,0,1,0,0.54,0,0,9.64,1,38.0,76,872,1.25,59,0.61,0.13,6,0.58,0,0,1,1,2025-07-14 16:33:00,1,0,0,1
user726,843.41,7,188,2825,4,0,0,0,0.39,1,0,7.24,1,33.69,11,1236,1.11,24,0.72,0.22,20,4.0,0,1,1,1,2025-07-14 11:57:00,1,0,1,1
user727,148.37,2,141,3148,2,1,1,1,0.85,1,0,8.21,1,34.04,65,963,1.55,54,0.79,0.06,43,1.98,0,0,1,1,2025-07-14 14:39:00,1,0,1,1
user728,797.31,2,832,333,3,0,1,0,0.49,1,1,4.58,0,42.2,52,1159,1.86,29,0.91,0.04,22,2.62,1,1,1,1,2025-07-14 19:34:00,1,0,0,0
user729,209.61,9,464,744,4,1,0,1,0.47,0,1,4.03,1,9.81,98,178,1.71,88,0.42,0.34,43,4.09,0,1,1,1,2025-07-14 17:06:00,1,1,1,0
user730,172.02,5,357,175,2,0,0,0,0.49,1,0,3.11,1,27.71,35,1398,0.91,29,0.96,0.2,5,0.71,1,0,1,1,2025-07-14 12:24:00,0,1,1,1
user731,172.62,2,549,920,3,1,1,1,0.85,1,0,5.33,0,36.37,16,1401,1.82,57,0.67,0.36,7,1.21,0,1,1,1,2025-07-14 13:18:00,0,0,0,0
user732,816.43,9,781,2063,2,0,1,0,0.83,1,1,5.97,1,31.41,27,773,1.75,18,0.81,0.06,25,2.29,0,0,1,1,2025-07-14 09:43:00,0,1,0,1
